Time,Set Number,SpO2,Palpebral,Jaw Tone,Anesthetic Rate,HR,SAP,RR,CO2,Temperature
5659,8305791,96.0,0.0,1.1,1.4,96.0,106.7,21.0,40.1,99.9
6216,8305791,96.0,0.0,1.1,1.5,86.0,111.0,21.0,39.8,100.3
6232,8305791,99.0,0.0,1.1,1.7,110.0,101.8,18.0,39.5,101.4
6937,8305791,95.0,0.0,1.1,1.4,94.0,108.4,20.0,40.2,99.7
7109,8305791,95.0,0.0,1.1,0.8,70.0,104.2,20.0,37.9,100.3
7379,8305791,99.0,0.0,1.1,1.5,91.0,104.9,20.0,37.3,99.9
7619,8305791,98.0,0.0,1.1,1.5,102.0,105.0,20.0,40.3,100.1
7623,8305791,98.0,0.0,1.0,1.2,84.0,105.0,21.0,40.2,100.6
8049,8305791,96.0,0.0,1.1,1.4,93.0,105.6,20.0,39.2,99.9
8127,8305791,99.0,0.0,1.0,1.4,84.0,110.1,20.0,39.3,100.5
8404,8305791,99.0,0.0,1.1,1.5,88.0,109.5,20.0,39.4,99.9
8650,8305791,98.0,0.0,1.1,1.4,101.0,110.3,21.0,41.2,100.1
9027,8305791,95.0,0.0,1.1,1.5,91.0,107.2,21.0,38.8,99.9
9445,8305791,95.0,0.0,1.1,1.5,93.0,102.3,21.0,39.0,99.8
9474,8305791,99.0,0.0,1.0,1.4,98.0,108.6,20.0,39.3,100.5
9651,8305791,97.0,0.0,1.1,1.5,99.0,109.8,20.0,40.1,99.9
10273,8305791,95.0,0.0,1.1,1.5,84.0,117.1,20.0,41.0,99.8
10643,8305791,95.0,0.0,1.1,1.5,96.0,102.3,20.0,40.5,100.2
10648,8305791,100.0,0.0,1.1,1.4,97.0,104.9,20.0,39.0,99.8
10752,8305791,99.0,0.0,1.1,1.4,94.0,110.2,20.0,39.6,100.0
12210,8305791,96.0,0.0,1.1,1.5,87.0,108.8,21.0,39.6,99.9
12313,8305791,98.0,0.0,1.1,1.2,93.0,110.7,24.0,40.3,100.4
