Time,Set Number,SpO2,Palpebral,Jaw Tone,Anesthetic Rate,HR,SAP,RR,CO2,Temperature
4855,14336923,96.0,0.0,1.1,1.4,97.0,113.3,21.0,39.8,100.0
5342,14336923,100.0,0.0,1.1,1.2,93.0,107.9,17.0,37.6,99.9
5582,14336923,98.0,0.0,1.0,1.6,116.0,107.9,29.0,39.6,98.9
6327,14336923,95.0,0.0,1.1,1.4,87.0,106.1,20.0,38.7,99.9
6362,14336923,98.0,0.0,1.1,1.4,95.0,107.9,21.0,40.2,100.1
6512,14336923,95.0,0.0,1.1,1.4,87.0,105.9,20.0,39.2,99.9
6638,14336923,99.0,0.0,1.1,1.4,98.0,107.4,19.0,39.5,100.2
6856,14336923,95.0,0.0,1.0,1.1,119.0,121.8,23.0,39.3,100.0
7549,14336923,99.0,0.0,1.0,1.5,91.0,108.2,21.0,39.8,99.5
8419,14336923,97.0,0.0,1.1,1.3,93.0,110.2,19.0,40.7,100.2
8430,14336923,97.0,0.0,1.1,1.5,103.0,109.9,21.0,40.3,100.0
8768,14336923,99.0,0.0,1.1,1.5,93.0,110.6,20.0,39.6,100.0
8787,14336923,96.0,0.0,1.1,1.5,97.0,104.3,21.0,40.4,99.8
8838,14336923,99.0,0.0,1.1,1.5,92.0,107.4,21.0,39.5,100.0
9072,14336923,96.0,0.0,1.1,1.4,99.0,106.7,20.0,38.9,100.0
9090,14336923,99.0,0.0,1.0,1.4,93.0,114.3,20.0,39.7,99.7
9183,14336923,97.0,0.0,1.1,1.4,100.0,107.4,21.0,39.5,99.9
10002,14336923,94.0,0.0,1.1,1.5,95.0,106.0,21.0,40.0,99.7
10445,14336923,100.0,0.0,1.1,1.4,80.0,111.5,23.0,41.1,99.9
10611,14336923,100.0,0.0,1.1,1.5,86.0,106.1,20.0,41.2,99.6
11066,14336923,99.0,0.0,1.0,1.4,93.0,120.8,25.0,42.5,99.9
