Time,Set Number,SpO2,Palpebral,Jaw Tone,Anesthetic Rate,HR,SAP,RR,CO2,Temperature
6755,7555140,98.0,0.0,1.1,1.4,86.0,108.3,19.0,37.4,100.0
7710,7555140,99.0,0.0,1.0,1.3,96.0,106.9,21.0,39.9,99.8
7712,7555140,99.0,0.0,1.1,1.4,86.0,107.9,21.0,38.9,100.2
8181,7555140,98.0,0.0,1.1,1.4,94.0,109.7,21.0,40.4,99.7
8292,7555140,99.0,0.0,1.0,1.4,82.0,113.5,20.0,39.5,99.9
10344,7555140,97.0,0.0,1.0,1.4,77.0,114.3,19.0,40.9,100.2
10642,7555140,98.0,0.0,1.1,1.4,85.0,108.7,20.0,41.4,100.1
11166,7555140,98.0,0.0,1.1,1.4,102.0,107.9,20.0,40.1,99.9
11268,7555140,97.0,0.0,1.0,1.6,93.0,99.7,21.0,39.5,99.9
11613,7555140,97.0,0.0,1.1,1.5,98.0,111.1,22.0,39.1,100.2
13023,7555140,97.0,0.0,1.1,1.5,89.0,107.8,21.0,39.2,99.7
